,Title,Lyric,Artist
102,Jidenna – Little Bit More (Remix) Ft. Burna Boy [Lyrics],"[Verse 1 – Jidenna]
Yeah, I got the feeling you’ve been here before
You needed tonight like a weekend ago
You in or you out? Are you playin’ or foldin’
We in need of a moment
Are we ever gon’ know?
You should make up your mind
Take you back to my shrine
Don’t you play dem no mind
Let dem be
Let dem go
She was made for my eyes
We escape the times
And I’ma need the whole night

[Chorus]
And a little bit more
(I’m gonna need the whole night)
They don’t know how you like it
(I’m gonna need the whole night)
I’ma need the whole night and a little bit more
(I’m gonna need the whole night)
They don’t know how you like it
(I’m gonna need the whole night)
I’ma need the whole night and a little bit more

[Verse 2 – Burna Boy]
[?] baby?
So when I call you my baby, don’t try delay me
Gal you know I need your love
Or am I asking for too much?
All I need is a little bit more
Of everything you got
So mama, iyankuliyan, kuliyan, kuliyan
She like to come dance with the Don
Know seh she bad, so she waan come try coolie man
‘Cause she waan me a marry to the whine
So mama, iyankuliyan, kuliyan, kuliyan
She like to come dance with the Don
Baby, don’t bother ask (hey)
Do you know I’m gonna need the whole night?

[Chorus]
And a little bit more
(I’m gonna need the whole night)
They don’t know how you like it
(I’m gonna need the whole night)
I’ma need the whole night and a little bit more
(I’m gonna need the whole night)
They don’t know how you like it
(I’m gonna need the whole night)
I’ma need the whole night and a little bit more

[Bridge]
And a little bit more
And a little bit more
And a little bit more
Just a little bit…

Wahala, she no de gimme
Wahala, she no de gimme
I dey want you plenty, plenty
I dey want you plenty, plenty
Oh me, oh my
Plenty, plenty, whole night
Plenty, plenty
Oh me, oh my
Plenty, plenty, whole night
Plenty, plenty

[Outro]
And a little bit more
(I’m gonna need the whole night)
They don’t know how you like it
(I’m gonna need the whole night)
I’ma need the whole night and a little bit more
(I’m gonna need the whole night)
They don’t know how you like it
(I’m gonna need the whole night)
I’ma need the whole night and a little bit more",Jidenna
103,Tekno – Mama ft. Wizkid [Lyrics],"[Hook/Chorus – Tekno]
Mama, mama tell me say pikin oh one day you go blow
Alhaji Tekno
Mama, mama tell me say my pikin oh one day you go blow
Yeah yeah yeah yeah yeah yeah
You go blow like trumpet, pa ra ram pa ra ra ra ram
Say You fire like rocket, pa ra ram pa ra ram
The only way we fly na private oh ah, fly na private oh
We no dey s–t for public toilet oh ah, we no dey clean yansh oh

[Verse 1 – Wizkid]
I swear say for ojuelegba, I swear say them know my story
Then when I dey for zanga, swear say them know my story
Nobody send when I sabi Banky W, but right now na starboy starboy
Now girls move tingaligaling, God bless me I bless mama pocket
Right now I don dey blow like trumpet pa ra ra pa ra ra ra ra
I don’t need to blow my trumpet pa ra ra pa ra ra ra ra
Them be plug but na we be the socket pa ra ra pa ra ra ra ra
Money dey for bank e dey for pocket oh, we dey use am finish pa ra ra pa ra ra ra ra

[Pre-Hook/Chorus – Tekno]
I no get money when I come Lagos
Na my dream and my hustle and I thank Jesus
My tori go inspire you
But e one no mean say
Say you no go hustle
Say you no go struggle oh

[Hook/Chorus – Tekno]
Mama, mama tell me say pikin oh one day you go blow
Alhaji Tekno
Mama, mama tell me say my pikin oh one day you go blow
Yeah yeah yeah yeah yeah yeah
You go blow like trumpet, pa ra ram pa ra ra ra ram
Say You fire like rocket, pa ra ram pa ra ram
The only way we fly na private oh ah, fly na private oh
We no dey s–t for public toilet oh ah, we no dey look face oh

[Verse 2 – Tekno]
Day by day so we hustle, so we hustle
December to december oh yeah yeah
Na so we struggle, oh my God
Day by day, so we dey hope and pray
So we hustle, so we hustle oh
But If you work hard, if you work hard oh
Everything don good, everything don good
Money no dey when I come Lagos
Na my dream and my hustle and I dey serious

[Outro – Tekno & Wizkid]
My tori go inspire you
But e one no mean say
Say you no go hustle
Say Right now I don dey blow like trumpet pa ra ra pa ra ra ra ra
Say You fire like rocket, pa ra ram pa ra ram
The only way we fly na private oh ah, fly na private oh
Money dey for bank e dey for pocket oh, we dey use am finish oh",Tekno
104,Nasty C – Dance ft. Tellaman [Lyrics],"[Chorus]
You would swear Mandela was my dance teacher
The way I got money moves
But I ain’t gotta dance no more
Cos my jewelry got hella moves
I used to broke but now I got notes
Man I make hella tunes
Look how I make em dance like my jewelry
Check how I make em dance like my jewelry
Check how I make em dance

[Hook]
Make em dance
Make em dance
Make em dance
Make em dance
Make em dance
Make em dance
Make em dance
Dance yea
Dance yea
Dance yea
Make em dance
Make em dance
Make em dance
Dance yea

Verse 1 – Nasty C
Diamonds make her dance
make her spaz on my lap
She tried to battle with my jewelry broke her back
Say hallo to my little man give him a dap
Give him a snack, give him a cat
Come on you can do it, don’t be scared to do it
Please just touch it
I’m they type to call my side, my cousin
I’m the type to call my cousin to cuddle
I’m the type to never ball on no budget
F0ck that, keep my eye on the money
I’m the type to teach my diamonds to dougie
Water on me like I shower in public

Drip, drip, drip
I be shining like I’m forced to
Like it wasn’t a choice
I never run out of sauce
Can you not see that I am gorgeous
My nigher I used to be her zaddy, now she a orphan
If she could seduce you for a bag, be woke
Nasty you did, you ran up a bag kudos
You could be the greatest or you could be the greatest
Who knows?
Stomp the yard with the stones

[Chorus]
You would swear Mandela was my dance teacher
The way I got money moves
But I ain’t gotta dance no more
Coz my jewelry got hella moves
I used to broke but now I got notes
Man I make hella tunes
Look how I make em dance like my jewelry
Check how I make em dance like my jewelry
Check how I make em dance

[Hook]
Make em dance
Make em dance
Make em dance
Make em dance
Make em dance
Make em dance
Make em dance
Dance yea
Dance yea
Dance yea
Dance yea
Make em dance
Make em dance
Make em dance
Dance yea

{Verse 2 – Tellaman}
My jewelry dance and it sparkle like soda
She gives dope neck, I might just buy her a choker
Yeah she sits on it, like we ain’t got a sofa
Cuban on my neck ain’t local, at least my swag ain’t local
I’m her daddy, but she call me zaddy
She wanna have my baby but I made her have a plan b
My jewelry wet like it flows, and it shine and it glows
And we flexing on em foes
They like he bad and he knows
My swag drips it makes her wet
They saw them links, now they talking bout let’s connect
I bring the heat and your girls wants me to hit it
She wanna be my bae, I told her btch beat it
I make her dance, make her dance like a diamond
Ain’t worried bout no alcohol, I got a rider
What would they do without us, I really wonder
I got the juice and the sauce right

[Chorus]
You would swear Mandela was my dance teacher
The way I got money moves
But I ain’t gotta dance no more
Coz my jewelry got hella moves
I used to broke but now I got notes
Man I make hella tunes
Look how I make em dance like my jewelry
Check how I make em dance like my jewelry
Check how I make em dance

[Hook]
Make em dance
Make em dance
Make em dance
Make em dance
Make em dance
Make em dance
Make em dance
Dance yea
Dance yea
Dance yea
Dance yea
Make em dance
Make em dance
Make em dance
Dance yea",Nasty C
105,Iyanya – Iyanu [Lyrics],"[Chorus]
Iyanu ah shele o
Oluwa cover me
Iyanu ah shele o
gba tu di gban gban
Iyanu ah shele o
Oluwa cover you
Iyanu ah shele o
Blessing coming through oh

[Bridge]
Somebody pour me holy water (Holy Water eh)
I dey pray for ako n’uche (ako n’uche eh)

[Hook]
Wetin man no fit do
Wetin man no fit do
Oluwa go do am
Wetin man no fit do
Wetin man no fit do
Oluwa go do am

[Bridge]
Plenty blessing follow you
Plenty blessing follow me
Plenty blessing we go see ah

[Chorus]
Iyanu ah shele o
Oluwa cover me
Iyanu ah shele o
gba gbudun gban gban
Iyanu ah shele o
Oluwa cover you
Iyanu ah shele o
Blessing coming through

[Verse 2]
Pour water for my head oh
Shayo for the stress oh
Can’t come kill myself oh
Very very soon, things go fall in place oh
No time to regret oh (no no no)
To the top I dey head oh
Me and my guys we dey soft on the side oh
Very very soon, things go fall in place oh

[Bridge]
Somebody pour me holy water (Holy Water eh)
I dey pray for ako n’uche (ako n’uche eh)",Iyanya
106,Sound Sultan – Geshomo Ft. Wizkid & 2Baba [Lyrics],"[Verse 1 – Wizkid]
Baby girl we meant to be oh, naija dey watch over me oh oh
Me want to watch over you for the rest of my life oh oh oh
Baby girl we meant to be girl, naija dey watch over me oh oh
Me want to watch over you but the rest of my life oh oh oh

[Hook – Wizkid]
Be rocking the show, baby girl that’s our business
Baby girl you too fine say your love is my witness
Oh oh oh oh oh, rocking the show, baby girl that’s our business
Say your love is too strong, baby girl that’s my witness oh oh oh oh

[Chorus – Wizkid]
Ki’jo ma lo o, oya geshomo, baby ja won si o ohoh oh, oya geshomo
Ki’jo ma lo o, ohoh ohoh ohoh ohoh yeah yeah yeah yeah
Ki’jo ma lo o, oya geshomo, baby ja won si o ohoh oh, oya geshomo
Ki’jo ma lo o, ohoh ohoh ohoh ohoh

[Verse 2 – Sound Sultan]
I see you waiting for that good life oh
Come make we chop that good life oh
You no be person whe I fit to lie for
I go deliver am like a mid-wife oh
My lepa to fine, my lepa to set
Ororo waist nah, e be like duplex
Even the rude boy, Say man ah respect
Oya tete, ki ijo ma lo, la ti Idumota, ya ko’wonjo o
Oya tete, ki ijo ma lo o, oya perosoko, ki’so ma lo o

[Hook – Wizkid]
Be rocking the show, baby girl that’s our business
Baby girl you too fine say your love is my witness
Oh oh oh oh oh, rocking the show, baby girl that’s our business
Say your love is too strong, baby girl that’s my witness oh oh oh oh

[Chorus – Wizkid]
Ki’jo ma lo o, oya geshomo, baby ja won si o ohoh oh, oya geshomo
Ki’jo ma lo o, ohoh ohoh ohoh ohoh yeah yeah yeah yeah
Ki’jo ma lo o, oya geshomo, baby ja won si o ohoh oh, oya geshomo
Ki’jo ma lo o, ohoh ohoh ohoh ohoh

[Verse 3 – 2Baba]
Oya baby come close, make I feel you
Come close make I show you how I love you
Come close, make I touch you, make I love you
Oya baby give dem, make it slowly just dey kill dem
Make you start just dey understand dem, just dey look dem
At the same time, you go just dey feel dem
Is not by might or by power, I dey do am, they take am oh
Any how wey we lick am we go lick am e go sweet like ***
Baby I like your fire, I like your hotness
Baby come closer, but the same time make you go

[Hook]
Be rocking the show, baby girl that’s our business
Baby girl you too fine say your love is my witness
Oh oh oh oh oh, rocking the show, baby girl that’s our business
Say your love is too strong, baby girl that’s my witness oh oh oh oh

[Chorus]
Ki’jo ma lo o, oya geshomo, baby ja won si o ohoh oh, oya geshomo
Ki je’ama lo o, ohoh ohoh ohoh ohoh yeah yeah yeah yeah
Ki’jo ma lo o, oya geshomo, baby ja won si o ohoh oh, oya geshomo
Ki’jo ma lo o, ohoh ohoh ohoh ohoh

[Outro]
Sultan and Wizzy and 2baba, you know we do our music we no dey do gra gra
You’ve been waiting for long, sorry for the lateness",Sound Sultan
107,Mayorkun – Che Che [Lyrics],"You want a papa care (Call me)
You want channel (Call me)
You want a G-6 (call me)

[Hook]
Oh oh oh!
Girl I wan poke you like pokemon
I wanna pack you like pacman
Oh Lord! This girl go killy person
Forget about Fatima
She wanna roll with a fatty man
Wetin these sugar Daddies go cause eh

[Chorus]
Oh
Body o che che che
Boodie o che che che
Make up on fleek fleek fleek
Party all night night night
Oh
Body o che che che
Boodie o che che che
Make up on fleek fleek fleek
Party all night night night

[Verse 1]
Eh Rosey
Living on coca cola budget
Owa lonra rosey
You come dey blow money throway, throway
Kowa fe baye lole
Bad girl lemme rock your body
Gimme 15 minutes
Oya 15 minutes no go kill somebody

[Chorus]
Body o che che che
Boodie o che che che
Make up on fleek fleek fleek
Party all night night night
Oh! Body o che che che
Boodie o che che che
Make up on fleek fleek fleek
Party all night night night

[Bridge]
Baby girl lemme go behind yooo
Make you feel alright
My hands go tight around yoooo
Till the morning light
Baby girl lemme go behind yooo
Make you feel alright
My hands go tight around yoooo
Till the morning light

Obian to ni connecti
London girls and phonetics
Obian toni connecti
Ghana girls and jollof

[Verse 2]
Oya wait!
What were you saying the other day on facetime?
I don catch you today, today no waste time
Oya slow ma
Girl I wanna Busta Rhyme
When I take you to Jozi
Monday to Sunday na baseline

[Hook]
Girl I wan poke you like pokemon
I wanna pack you like pacman
Oh Lord! This girl go killy person
Forget about Fatima
She wanna roll with a fatty man
Wetin these sugar Daddies go cause ehh

[Chorus]
Body o che che che
Boodie o che che che
Make up on fleek fleek fleek
Party all night night night
Oh! Body o che che che
Boodie o che che che
Make up on fleek fleek fleek
Party all night night night

[Bridge]
Eh eh eh!
Baby girl lemme go behind yooo
Make you feel alright
My hands go tight around yoooo
Till the morning light
Baby girl lemme go behind yooo
Make you feel alright
My hands go tight around yoooo
Till the morning light

Obian to ni connecti
London girls and phonetics
Obian toni connecti
Ghana girls and jollof",Mayorkun
108,Lil Kesh – Rora [Lyrics],"[Hook]
Oh baby please, please, please, please
why you dey do me like this, this, this, this
This your backside oh, backside, backside
O’dami loriru gladise, gladise, gladise

[Chorus]
Baby Rora
Shake it, shake it, shake it
Shey diye diye ko rora
Break it, break it, break it
Jo Rora Shake it, shake it, shake it
Shey diye diye Ko rora
Shey diye diye ko rora
Diye diye

[Verse 1]
She sweet like honey
Her melanin is popping
Vanessa carry gan ni ofi jo Mummy eni
and when she package she dey always cause damage
She no be average oh
Her body na savage oh

[Bridge]
Ah Kilode tofe kobalize mi (Gbese re)
Ofi backside terrorize me
Oti blind me, I can’t see again
I can’t think again, I can’t feel my brain
She dey give dem hot one left and right
when she start to bounce it left and right
I dey cool temper, I dey gyrate
When she start to shake it, she vibrate

[Hook]
Oh baby please, please, please, please
why you dey do me like this, this, this, this
This your backside oh, backside, backside
O’dami loriru gladise, gladise, gladise

[Chorus]
Baby Rora
Shake it, shake it, shake it
Shey diye diye ko rora
Break it, break it, break it
Jo Rora Shake it, shake it, shake it
Shey diye diye Ko rora
Shey diye diye ko rora
Diye diye

[Verse 2]
Ye, oh baby
Ma’ma se mi lese
Eru yiti poju jo mey shey o
When she start to shake, she boogie down
She burst my brain when she break it down
Na confirm (Oloun)
If you see her shape, she no dey play
Na confirm (Yeba)
When she enter the place the boys dey craze (Oloun)

[Bridge]
Ah Kilode tofe kobalize mi (Gbese re)
Ofi backside terrorize me
Oti blind me, I can’t see again
I can’t think again, I can’t feel my brain
She dey give dem hot one left and right
when she start to bounce it left and right
I dey cool temper, I dey gyrate
When she start to shake it, she vibrate

[Hook]
Oh baby please, please, please, please
why you dey do me like this, this, this, this
This your backside oh, backside, backside
O’dami loriru gladise, gladise, gladise

[Chorus]
Baby Rora
Shake it, shake it, shake it
Shey diye diye ko rora
Break it, break it, break it
Jo Rora Shake it, shake it, shake it
Shey diye diye Ko rora
Shey diye diye ko rora
Diye diye

[Outro]
Morenike my baby, my darling
Package oh, she be savage oh eh
Young John wickedest",Lil Kesh
109,Tiwa Savage – Malo f. Wizkid & Spellz [Lyrics],"[Wizkid:]
Ma lo oh, Jor oh
You give me love I’ve never seen oh oh
Ma lo oh, Jor oh oh
Your love means so much to me
Ma lo oh, Jor oh
You give me love I’ve never seen oh oh
Ma lo oh, Jor oh
Your love means so much to me oh

[Tiwa Savage:]
Robo skeske robo skeske
If no be you then tell me who oh
Them Go sempe them go sempe
Nobody messing with my boo o
Robo skeske robo skeske
If no be you then tell me who oh
Robo skeske Robo yeske
Nobody messing with my boo oh

Uh Uh Uh Uh
I never see this kind of feeling
This love I believe in
Uh Uh Uh Uh
Even when I dey try to leave him
Something about this feeling

Ma lo oh, Jor oh
You give me love I’ve never seen oh oh
Ma lo oh, Jor oh oh
Your love means so much to me

Ma lo oh, Jor oh
You give me love I’ve never seen oh oh
Ma lo oh, Jor oh
Your love means so much to me oh

 ",Tiwa Savage
110,Adekunle Gold – Money [Lyrics],"money money, ego apekanuko owo owo
money ego ego money, jowo yale mi, dakun mo be o
ori mi gbe’re ma bo o…..ire wo’le mi
eda mi ma se ya’gan…..omo wo’le mi
owo wo’le mi dakun jowo o…..owo wo’le mi
ayo wo’le mi dakun mo be o
oya nah, owo yi, owo se koko
money o fall on me, owo se koko
ko’ma bo o
bless me, bless me papa, give me good life father
ki’n ma yan fanda loju elegan mi o
money money ego ko ma bo o
oya nana, komabo o",Adekunle Gold
111,Skales – Agolo [Lyrics],"mo le jo lori agolo, mo le jo lori agolo
eh eh, mo le jo lori agolo, issokay
chopstix

[chorus] mo le jo lori agolo, mo le jo lori agolo
eh eh, mo le jo lori agolo, issokay
mo le jo lori agolo, mo le jo lori agolo
ah ah, mo le jo lori agolo
ah ah, mo le rock lori agolo, oya dab lori agolo
make you twerk lori agolo, alanta lori agolo
shoki lori agolo, break dance lori agolo
twist and turn lori agolo, oya shake body agolo

[verse 1] i dey represent, 100 percent i dey represent
i dey feel like the son of a president, feeling like a son of a president
lemme take you to my resident, am a big man in my resident
life that am living dey make sense, life that am living dey make sense
aye o pe meji, walai go crazy, adura lo gbayi, adura lo gbayi
aye o pe meji, walai go crazy, adura lo gbayi, adura lo gbayi

[chorus] mo le jo lori agolo, mo le jo lori agolo
eh eh, mo le jo lori agolo, issokay
mo le jo lori agolo, mo le jo lori agolo
ah ah, mo le jo lori agolo
ah ah, mo le rock lori agolo, oya dab lori agolo
make you twerk lori agolo, alanta lori agolo
shoki lori agolo, break dance lori agolo
twist and turn lori agolo, oya shake body agolo

[bridge] baby oh, ota won ri mi, rara rara
baby oh, ani won ri mi, rara rara
17, 18, 19 as i dey go dey do my thing
ko’ni kaluku, in the dance floor, make you warm up
ko’ni kaluku, in the dance floor, make you turb up

[chorus] mo le jo lori agolo, mo le jo lori agolo
eh eh, mo le jo lori agolo, issokay
mo le jo lori agolo, mo le jo lori agolo
ah ah, mo le jo lori agolo
ah ah, mo le rock lori agolo, oya dab lori agolo
make you twerk lori agolo, alanta lori agolo
shoki lori agolo, break dance lori agolo
twist and turn lori agolo, oya shake body agolo[intro] mo le jo lori agolo, mo le jo lori agolo
eh eh, mo le jo lori agolo, issokay
chopstix

[chorus] mo le jo lori agolo, mo le jo lori agolo
eh eh, mo le jo lori agolo, issokay
mo le jo lori agolo, mo le jo lori agolo
ah ah, mo le jo lori agolo
ah ah, mo le rock lori agolo, oya dab lori agolo
make you twerk lori agolo, alanta lori agolo
shoki lori agolo, break dance lori agolo
twist and turn lori agolo, oya shake body agolo
[verse 1] i dey represent, 100 percent i dey represent
i dey feel like the son of a president, feeling like a son of a president
lemme take you to my resident, am a big man in my resident
life that am living dey make sense, life that am living dey make sense
aye o pe meji, walai go crazy, adura lo gbayi, adura lo gbayi
aye o pe meji, walai go crazy, adura lo gbayi, adura lo gbayi

[chorus] mo le jo lori agolo, mo le jo lori agolo
eh eh, mo le jo lori agolo, issokay
mo le jo lori agolo, mo le jo lori agolo
ah ah, mo le jo lori agolo
ah ah, mo le rock lori agolo, oya dab lori agolo
make you twerk lori agolo, alanta lori agolo
shoki lori agolo, break dance lori agolo
twist and turn lori agolo, oya shake body agolo

[bridge] baby oh, ota won ri mi, rara rara
baby oh, ani won ri mi, rara rara
17, 18, 19 as i dey go dey do my thing
ko’ni kaluku, in the dance floor, make you warm up
ko’ni kaluku, in the dance floor, make you turb up
[chorus] mo le jo lori agolo, mo le jo lori agolo
eh eh, mo le jo lori agolo, issokay
mo le jo lori agolo, mo le jo lori agolo
ah ah, mo le jo lori agolo
ah ah, mo le rock lori agolo, oya dab lori agolo
make you twerk lori agolo, alanta lori agolo
shoki lori agolo, break dance lori agolo
twist and turn lori agolo, oya shake body agolo",Skales
112,Phyno – Augment f. Olamide[Lyrics],"Penthuaze
Noh noh noh noh noh noh noh noh
Masterkraft on the beat

Blessings follow you nwanne m onye ma echi
Onye ma echi o, Imana onye ma echi oh
Enjoyment follow you nwanne m onye ma echi oh
Onye ma echi o, Imana onye ma echi oh
I want to level up, onwero onye ma echi oh
Aruo na anwu erie na ndo na onye ma echi oh
Chineke napu ekwensu ike nye gi ya, iga ebunwukwanu
Onye ma echi o, Imana onye ma echi oh

Abob imecha guy ipasa maka na guys na abia o
Asim gi anuna ngwo maka nku na abia oh
Babe imecha guys iwusa maka dust na akpo oh
Onye ma echi o, Imana onye ma echi oh

[CHORUS : PHYNO]

See my tomorrow go better oh
(Amen Amen)
Cause I dey work I dey pray oh
(Amen Amen)
Nwanne I no get time for story oh
(Amen Amen)
Nwebe anuri make sure all man wu augment
(Amen Amen)

[VERSE 1 : PHYNO]

Kama nga ato oh
Ma adoliwa oh
Achom ka akam chawanu ka kpakpandu le oh
See I want to jolly oh
Lacha oroma oh
Soro ibemu riwe elele chuba nkem oh
See I dey for my level
Dem no know my brain oh
Wetin dey inside isi dem no fit contain oh
They want to quench my fire
You put them for shame oh
Wee buliemu elu oh oh oh

Obim dere du atula ujo
Obim dere du uuuuuuuu, obim dere du
Obim dere du atula ujo
Obim dere du chukwu mara ihe oma oga emeremu obum dere du.

[BRIDGE : PHYNO]

All of the life am living all my men dey augment (augment)
042 augment (augment)
Ndi Awka augment (augment)
Aba ngwa argment (augment)
Ala Owerri merriment oh
Ihite ogwa augment (augment)
Umu afor augment (augment)
Oringo asogbe moh

[CHORUS : PHYNO]

My tomorrow go better oh
(Amen Amen)
Cause I dey work I dey pray oh
(Amen Amen)
Maka I no get time for story oh
(Amen Amen)
Nwebe anuri make sure all man wu augment
(Amen Amen)

(Verse 2 Olamide)

My guy I conquer
I drive them ?
Jesus power na elele
He dey strike like thunder
I say Merriment
*
Lord I don Cry no more
Look to the sky no more
Have mercy on me have mercy on us oh
*
Dem be say na wuru wuru, wara wara, juku juku, jaga jaga
But now
Dem say na gbudu gbudu, bada bada, yimu yimu yama yama,
People doh gbudu gbudu, bada bada, I must hamer hammer fire fire catapilar
E tune to laba laba, till now e don dey augment.
(augment)
Phyno agument (augment)
J Master argument (augment)
Enimoney augment (augment)
Badoo argument (augment)
Chilaka augment (augment)
Filomena augment (augment)
People dey augment (augment)

Blessings follow you nwanne m onye ma echi
Onye ma echi o, Imana onye ma echi oh
Enjoyment follow you nwanne m onye ma echi oh
Onye ma echi o, Imana onye ma echi oh
I want to level up, onwero onye ma echi oh
Aruo na anwu erie na ndo na onye ma echi oh
Chineke napu ekwensu ike nye gi ya, iga ebunwukwanu
Onye ma echi o, Imana onye ma echi oh

Abob imecha guy ipasa maka na guys na abia o
Asim gi anuna ngwo maka nku na abia oh
Babe imecha guys iwusa maka dust na akpo oh
Onye ma echi o, Imana onye ma echi oh

See my tomorrow go better oh
(Amen Amen)
Cause I dey work I dey pray oh
(Amen Amen)
Nwanne I no get time for story oh
(Amen Amen)
Nwebe anuri make sure all man wu augment
(Amen Amen)",Phyno
113,WizKid – Everytime Lyrics ft. Future [Lyrics],"[Intro]
Shizzi
Future Hendrix
Wizkid

[Verse 1 – Wizkid]
Baby when you leave, I no go leave oh
Girl I wanna stay here with you
Mama tell me make I steady live life
Make I no dey jonze, make I dey there for you oh
She tell me say na you dey make me dey slow down
She tell me say na you dey make me calm down
She tell me say if I ever leave you I will never ever find one like you
Girl you got me high with your loving
If dey with me no one can stop me
Super man me need super woman
When you dey with me I feel like bigger man
Say you give me that wicked whine
Say you give me that wickedest whine
You make my temperature rise
Na only you dey make me feel the way I feel

[Hook – Future]
I think about you every day every second
The way you move your body love your flexing
Got something in your whine make me high
I think about you every day every second
The way you move your body love your flexing
Got something in your whine make me high

[Chorus]
Baby girl (Everytime)
Bad girl I want you more (Everytime)
Bad girl I need you more (Everytime)
Bad girl I want you more (Everytime)
Bad girl I need you more (Everytime)
Omoge I want you more (Everytime)
Bad girl I need you more (Everytime)
Omoge I want you more (Everytime)
This bad boy need you more (Everytime)

[Verse 2 – Wizkid]
When you travel with me, girl you know we cease here
First Class there’s everything to please ya
Sharp boy we land me no tease ya
When I dey with you, other girls gets Amnesia
Girl you give me eye with your loving, loving
If you dey with me no one can stop me
Superman need a super woman
When you dey with me I feel like bigger man
Size 8 figure 8 oh, see when you shake oh, I no fit take o
I remember mama tell me say, If I leave you I would find no one like you

[Future]
I think about you everyday every sec
The way you move your body, brand new flakes
You gat something in your whine that make me high
I think about you everyday every sec
The way you move your body, brand new flakes
You gat something in your whine that make me high

[Chorus]
Everytime
Bad girl I want you more (Everytime)
Bad girl I need you more (Everytime)
Bad girl I want you more (Everytime)
Bad girl I need you more (Everytime)
Omoge I want you more (Everytime)
Bad girl I need you more (Everytime)
Omoge I want you more (Everytime)
This bad boy need you more (Everytime)

[Verse 3 – Wizkid & Future]
Girl you give me eye with your loving, loving
If you dey with me no one can stop me
Superman need a super woman
When you dey with me I feel like bigger man
Size 8 figure 8 oh, when you shake oh, I no fit take o
I remember mama tell me say, If I leave you I would find no one like you
I remember mama tell me say, If I leave you I would find no one like you
And I always get a feeling that, if I love you back you would love me too
Take view till is feels done
We gon stay up and make love for seven days
Bad girl i thought you’re my ray reach
And you make me feel some type of way
I think your loving is on the height I know
I see the stars when i look in your eyes

[Chorus]
Everytime
Bad girl I want you more (Everytime)
Bad girl I need you more (Everytime)
Bad girl I want you more (Everytime)
Bad girl I need you more (Everytime)
Omoge I want you more (Everytime)
Bad girl I need you more (Everytime)
Omoge I want you more (Everytime)
This bad boy need you more (Everytime)",WizKid
114,Kiss Daniel – Yeba [Lyrics],"[Chorus]
E yeh, yeba
Sha ma se’gbadun, oyin momo
Omo to ni kaka yi o, yeba, you can go and confirm it, oyin momo
Ah eh eh, yeba, killi somebody, oyin momo
She wan make I come carry her, yeba
Omo metta in one body, oyin momo

[Verse 1]
Eh, eh baby, (coughs) pele
Babe, you no wan relate, okay bring out the bay
Down down, go down down
Baby, sound sound, sound to our ear, daun
Am in love oh, am in love oh
I said am in love oh, am in love oh
Baby let me cover you
When you stand am under you oh, oh nananana
Uncle stop touching, sorry madam sorry

[Bridge]
Ah one, o de
Ah two, o de de
Ah three o de de de de

[Chorus]
E yeh, yeba
Sha ma se’gbadun, oyin momo
Omo to ni kaka yi o, yeba, you can go and confirm it, oyin momo
Ah eh eh, yeba, killi somebody, oyin momo
She wan make I come carry her, yeba
Omo metta in one body, oyin momo

[Hook]
Lego, chinono chinono chini ah
Down down, go down down
Baby, sound sound, sound to our ear, daun
Am in love oh, am in love oh
I said am in love oh, am in love oh
Baby lemme cover you, when you stand am under you, oh nananana
Uncle stop touching, sorry madam

[Bridge]
Ah one, o de
Ah two, o de de
Ah three o de de de de

[Chorus]
E yeh, yeba
Sha ma se’gbadun, oyin momo
Omo to ni kaka yi o, yeba, you can go and confirm it, oyin momo
Ah eh eh, yeba, killi somebody, oyin momo
She wan make I come carry her, yeba
Omo metta in one body, oyin momo

[Outro]
Boy kiss

 ",Kiss Daniel
115,B-Red – Uju [Lyrics],"[Chorus]
Girl I go hustle make you for dey alright
Give you everything that you need to avoid fight
If we fight, girl we go pray for night (Baby)
When things rough I go still dey by your side
That’s why I call you Uju
Girl I love you like times two
If I leave you na taboo
I go buy Helicopter for you
Yee baby uju
Girl your love like times two
If I leave you na taboo
I go buy Helicopter for you
Yee!

[Verse 1]
Baddest girl in the universe
If I do the chorus you go the verse
This our love, no they carry last
Shay you see, we no dey carry last
Baddest girl in the universe
If I do the chorus you go the verse
This our love, no they carry last
Shay you see, we no dey carry last

[Hook]
uuh! Oye
Girl I no fit forget
How you the things that you do, wey they make me dey fall for you more
uuh! Oye
Girl you no go regret
It’s B-Red in the building

[Chorus]
Girl I go hustle make you for dey alright
Give you everything that you need to avoid fight
If we fight, girl we go pray for night (Baby)
When things rough I go still dey by your side
That’s why I call you Uju
Girl I love you like times two
If I leave you na taboo
I go buy Helicopter for you
Yee baby uju
Girl your love like times two
If I leave you na taboo
I go buy Helicopter for you
Yee!

[Verse 2]
From the first time I saw you
Girl I get Ireti
You’re my one and only
My true boo boo baby, boo boo baby
I go marry you ooh
Girl I go take you to mummy ooh
I want to show the world that I gat you
And to show the world that I found you baby

[Hook]
uuh! Oye
Girl I no fit forget
How you the things that you do, wey they make me dey fall for you more
uuh! Oye
Girl you no go regret
It’s B-Red in the building

[Chorus]
Girl I go hustle make you for dey alright
Give you everything that you need to avoid fight
If we fight, girl we go pray for night (Baby)
When things rough I go still dey by your side
That’s why I call you Uju
Girl I love you like times two
If I leave you na taboo
I go buy Helicopter for you
Yee baby uju
Girl your love like times two
If I leave you na taboo
I go buy Helicopter for you
Yee!",B-Red
